location,size,total_sqft,bath,price,bhk,price_per_sqft
Sarjapur  Road,4 BHK,3418.0,3.0,235.0,4,687.5365710942071
Green Glen Layout,3 BHK,1750.0,3.0,120.0,3,685.7142857142857
Subramanyapura,3 BHK,1260.0,2.0,80.0,3,634.9206349206349
Sarjapur  Road,1 BHK,691.0,1.0,31.1,1,450.0723589001447
BTM 2nd Stage,4 Bedroom,2400.0,3.0,400.0,4,1666.6666666666667
Haralur Road,2 BHK,1285.0,2.0,78.0,2,607.0038910505837
Hebbal,3 BHK,1590.0,3.0,96.0,3,603.7735849056604
9th Phase JP Nagar,3 BHK,1571.0,3.0,65.0,3,413.74920432845323
Hebbal Kempapura,5 Bedroom,2800.0,5.0,220.0,5,785.7142857142857
Garudachar Palya,2 BHK,1060.0,2.0,48.66,2,459.05660377358487
Hennur,2 BHK,1255.0,2.0,58.0,2,462.1513944223108
Govindapura,4 Bedroom,702.0,4.0,65.0,4,925.925925925926
Lal Bahadur Shastri Nagar,3 Bedroom,2400.0,2.0,185.0,3,770.8333333333334
Bannerghatta Road,3 BHK,1520.0,2.0,81.0,3,532.8947368421053
Gollahalli,2 BHK,1170.0,2.0,45.51,2,388.97435897435895
OMBR Layout,3 BHK,1580.0,3.0,75.0,3,474.6835443037975
Ardendale,3 BHK,1777.26,3.0,89.0,3,500.77084950991974
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.78,2,428.0890253261704
Kodichikkanahalli,2 BHK,1680.0,2.0,59.0,2,351.1904761904762
Whitefield,3 BHK,1495.0,2.0,70.0,3,468.2274247491639
Yelahanka,3 BHK,1835.0,3.0,108.0,3,588.5558583106267
Banjara Layout,3 Bedroom,610.0,3.0,60.0,3,983.6065573770492
Nagawara Junction,2 BHK,1080.0,2.0,38.0,2,351.85185185185185
Electronic City,2 BHK,1025.0,2.0,29.61,2,288.8780487804878
Haralur Road,2 BHK,1225.0,2.0,67.48,2,550.8571428571429
Balagere,1 BHK,656.0,1.0,34.77,1,530.0304878048781
Sarjapur  Road,2 BHK,994.0,2.0,45.0,2,452.7162977867203
Thirupalya,2 BHK,1025.0,2.0,65.0,2,634.1463414634146
Marathahalli,2 BHK,1156.0,2.0,52.0,2,449.8269896193772
JP Nagar,2 BHK,1250.0,2.0,60.0,2,480.0
Kundalahalli,4 Bedroom,3092.0,4.0,230.0,4,743.8551099611901
Hegde Nagar,3 BHK,1930.0,4.0,122.0,3,632.1243523316062
New Thippasandra,2 BHK,1020.0,2.0,70.0,2,686.2745098039215
Kumaraswami Layout,3 BHK,1310.0,2.0,70.0,3,534.3511450381679
Jalahalli,1 BHK,612.5,1.0,27.565,1,450.0408163265306
Kanakpura Road,2 BHK,1322.0,2.0,70.0,2,529.500756429652
Kothanur,2 BHK,1160.0,2.0,57.0,2,491.37931034482756
5th Block Hbr Layout,2 BHK,1100.0,2.0,48.0,2,436.3636363636364
Lakshminarayana Pura,3 BHK,1720.0,3.0,150.0,3,872.0930232558139
Hosur Road,3 BHK,1689.0,3.0,103.0,3,609.8283007696862
Chikkalasandra,2 BHK,1090.0,2.0,47.42,2,435.04587155963304
KR Puram,2 BHK,2000.0,2.0,75.0,2,375.0
Venugopal Reddy Layout,2 BHK,1155.0,2.0,69.0,2,597.4025974025974
Vishveshwarya Layout,6 Bedroom,4000.0,6.0,230.0,6,575.0
Sarjapur  Road,4 Bedroom,3913.0,5.0,176.0,4,449.78277536417073
Hebbal,3 BHK,3520.0,5.0,320.0,3,909.0909090909091
JP Nagar,2 BHK,1125.0,2.0,39.98,2,355.37777777777774
Yelahanka,3 BHK,1847.0,3.0,92.0,3,498.10503519220356
7th Phase JP Nagar,3 BHK,1515.0,2.0,76.0,3,501.65016501650166
Raja Rajeshwari Nagar,8 Bedroom,3450.0,7.0,225.0,8,652.1739130434783
Yelahanka,5 Bedroom,2500.0,3.0,120.0,5,480.0
Sarjapur  Road,2 BHK,1130.0,2.0,55.0,2,486.72566371681415
Bellandur,2 BHK,1049.0,2.0,51.0,2,486.1773117254528
Amruthahalli,3 BHK,2650.0,4.0,175.0,3,660.377358490566
Varthur Road,2 BHK,850.0,2.0,25.4,2,298.8235294117647
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,624.3213897937025
Govindaraja Nagar Ward,5 Bedroom,2600.0,5.0,370.0,5,1423.076923076923
Jakkur,2 BHK,1282.0,2.0,72.0,2,561.6224648985959
Kalena Agrahara,2 BHK,800.0,2.0,40.0,2,500.0
Gidada Konnenahalli,4 Bedroom,1200.0,4.0,240.0,4,2000.0
Chandapura,3 BHK,1190.0,2.0,30.35,3,255.0420168067227
Magadi Road,3 BHK,1318.0,2.0,68.0,3,515.9332321699545
Kanakpura Road,2 BHK,1698.0,2.0,105.0,2,618.3745583038869
Jayanagar,3 BHK,2030.0,2.0,182.0,3,896.551724137931
Kammasandra,3 BHK,1276.0,2.0,31.9,3,250.0
Shikaripalya,3 BHK,1555.0,2.0,67.0,3,430.86816720257235
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3,770.8665603402445
frazertown,3 BHK,2900.0,3.0,325.0,3,1120.6896551724137
Yelahanka,3 BHK,1890.0,3.0,109.0,3,576.7195767195767
M V Extenstion,5 BHK,900.0,5.0,135.0,5,1500.0
Old Madras Road,2 BHK,935.0,2.0,32.0,2,342.24598930481284
Cox Town,2 BHK,1000.0,2.0,58.0,2,580.0
Singasandra,3 BHK,1510.0,3.0,75.0,3,496.6887417218543
Uttarahalli,2 BHK,1120.0,2.0,50.0,2,446.42857142857144
Ananth Nagar,2 BHK,930.0,2.0,25.99,2,279.4623655913978
Electronic City,3 BHK,1160.0,2.0,42.0,3,362.0689655172414
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2,338.9711064129669
Talaghattapura,2 BHK,1175.0,2.0,62.0,2,527.6595744680851
Bellandur,3 BHK,1350.0,2.0,63.0,3,466.6666666666667
Malleshwaram,3 BHK,2215.0,3.0,330.0,3,1489.841986455982
Attibele,2 BHK,996.0,2.0,24.9,2,250.0
Anjanapura,2 BHK,1076.0,2.0,30.13,2,280.0185873605948
Off Bannergatta road,4 BHK,2180.0,4.0,115.0,4,527.5229357798165
Kasavanhalli,3 BHK,1715.0,3.0,112.0,3,653.0612244897959
Hebbal,2 BHK,1072.0,2.0,45.0,2,419.7761194029851
Panathur,2 BHK,1230.0,2.0,80.0,2,650.4065040650406
Murugeshpalya,3 BHK,1600.0,2.0,65.0,3,406.25
Thanisandra,3 BHK,1411.0,3.0,93.25,3,660.8788093550673
Rayasandra,5 BHK,3600.0,5.0,145.0,5,402.77777777777777
Jalahalli,3 BHK,2404.0,3.0,138.0,3,574.0432612312812
Sahakara Nagar,4 Bedroom,1200.0,4.0,190.0,4,1583.3333333333333
Nagarbhavi,3 Bedroom,1200.0,3.0,226.0,3,1883.3333333333333
Doddathoguru,3 BHK,1208.0,3.0,45.0,3,372.5165562913907
Yeshwanthpur,5 Bedroom,1700.0,5.0,300.0,5,1764.7058823529412
Haralur Road,2 BHK,1225.0,2.0,69.84,2,570.1224489795918
Hebbal,2 BHK,1162.0,2.0,69.0,2,593.8037865748709
Thanisandra,3 BHK,1262.0,2.0,65.0,3,515.0554675118859
Konanakunte Cross,2 BHK,1050.0,2.0,35.0,2,333.3333333333333
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,288.87931034482756
Channasandra,3 Bedroom,1500.0,3.0,61.95,3,413.0
Vaderahalli,3 BHK,1610.0,3.0,85.0,3,527.9503105590062
Whitefield,2 BHK,1340.0,2.0,41.0,2,305.97014925373134
Sarjapur  Road,3 BHK,2275.0,4.0,182.0,3,800.0
Budigere,2 BHK,1162.0,2.0,58.0,2,499.1394148020654
Manorayana Palya,2 Bedroom,1500.0,2.0,145.0,2,966.6666666666666
Hiremath Layout,4 Bedroom,3150.0,3.0,135.0,4,428.57142857142856
Hosa Road,2 BHK,1170.0,2.0,65.0,2,555.5555555555555
Sarjapur  Road,2 BHK,980.0,2.0,25.0,2,255.10204081632654
Channasandra,3 BHK,1800.0,3.0,60.0,3,333.3333333333333
Banashankari Stage VI,3 BHK,1423.0,2.0,71.73,3,504.0758959943781
Kaggadasapura,2 BHK,1106.0,2.0,40.0,2,361.6636528028933
Kereguddadahalli,2 BHK,1105.0,2.0,27.6,2,249.7737556561086
Cunningham Road,4 Bedroom,7500.0,6.0,1800.0,4,2400.0
Tirumanahalli,2 BHK,1255.0,2.0,56.7,2,451.79282868525894
Sarjapur  Road,3 BHK,1525.0,2.0,65.0,3,426.2295081967213
Babusapalaya,2 BHK,1061.0,2.0,38.95,2,367.1065032987747
Hoskote near,2 Bedroom,600.0,2.0,29.5,2,491.6666666666667
Electronic City Phase II,3 BHK,1400.0,2.0,40.45,3,288.92857142857144
Domlur,3 BHK,2100.0,3.0,145.0,3,690.4761904761905
Electronic City,2 BHK,660.0,1.0,16.5,2,250.0
Kengeri,2 BHK,633.0,1.0,18.0,2,284.3601895734597
Indira Nagar,2 BHK,1260.0,2.0,120.0,2,952.3809523809524
ITPL,2 BHK,907.0,2.0,55.43,2,611.135611907387
Hennur Road,3 BHK,2047.0,3.0,67.55,3,329.9951148021495
"Haralur Road, ",4 BHK,2597.0,4.0,189.0,4,727.7628032345013
Bellandur,2 BHK,1211.0,2.0,63.0,2,520.2312138728323
Hennur Road,3 BHK,1904.0,3.0,129.0,3,677.5210084033613
Balagere,2 BHK,1205.0,2.0,73.87,2,613.0290456431535
Yeshwanthpur,2 BHK,1164.0,2.0,64.08,2,550.5154639175257
Mahaganapathy Nagar,2 BHK,1410.0,2.0,73.0,2,517.7304964539007
Green View Layout,2 BHK,1150.0,2.0,42.0,2,365.2173913043478
Udayapur Village,2 BHK,1170.0,2.0,53.11,2,453.9316239316239
Hennur,2 BHK,1420.0,2.0,62.0,2,436.61971830985914
Panathur,2 BHK,1125.0,2.0,45.0,2,400.0
NRI Layout,3 BHK,1789.0,3.0,75.0,3,419.2286193404136
Hulimavu,2 BHK,1021.0,2.0,76.0,2,744.3682664054849
Ananth Nagar,2 BHK,1074.0,2.0,26.85,2,250.0
Kalena Agrahara,2 BHK,1222.0,2.0,48.0,2,392.7986906710311
Hennur Road,3 BHK,1981.0,3.0,134.0,3,676.4260474507824
Yelachenahalli,2 BHK,1103.0,2.0,55.0,2,498.6400725294651
Adugodi,2 BHK,1201.0,2.0,65.0,2,541.2156536219817
Sarjapur  Road,2 BHK,970.0,2.0,36.0,2,371.1340206185567
Sarjapur,2 BHK,920.0,2.0,33.0,2,358.69565217391306
Yeshwanthpur,3 BHK,1520.0,3.0,85.0,3,559.2105263157895
Chikkathoguru,3 Bedroom,675.0,3.0,75.0,3,1111.111111111111
Sonnenahalli,3 BHK,1268.0,2.0,75.0,3,591.4826498422713
Thippasandra,1 BHK,660.0,1.0,30.0,1,454.54545454545456
Harlur,3 BHK,1755.0,3.0,115.0,3,655.2706552706553
Hoskote,2 BHK,945.0,2.0,35.0,2,370.3703703703704
8th Phase JP Nagar,1 BHK,500.0,1.0,33.0,1,660.0
Harlur,4 BHK,2820.0,4.0,153.5,4,544.3262411347517
Bommenahalli,4 Bedroom,1632.0,3.0,140.0,4,857.843137254902
Rachenahalli,2 BHK,1167.0,2.0,37.5,2,321.3367609254499
Domlur,2 BHK,1276.0,2.0,80.0,2,626.9592476489029
Thanisandra,2 BHK,1234.0,2.0,51.0,2,413.290113452188
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,635.5932203389831
ISRO Layout,3 BHK,1370.0,2.0,87.0,3,635.0364963503649
Chandapura,2 BHK,1015.0,2.0,25.88,2,254.97536945812809
RK Colony,9 Bedroom,1200.0,9.0,230.0,9,1916.6666666666667
Electronic City,3 Bedroom,1400.0,3.0,90.0,3,642.8571428571429
Whitefield,5 Bedroom,1500.0,6.0,155.0,5,1033.3333333333333
Bagalakunte,2 Bedroom,1050.0,2.0,40.0,2,380.95238095238096
Ramagondanahalli,2 BHK,1251.0,2.0,46.0,2,367.7058353317346
Yeshwanthpur,3 BHK,1677.0,3.0,92.13,3,549.3738819320215
Sarjapur  Road,2 BHK,1346.0,2.0,67.38,2,500.59435364041605
Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,288.8073394495413
2nd Stage Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,2000.0
Kanakapura,3 BHK,1290.0,2.0,51.1,3,396.1240310077519
Rajaji Nagar,5 BHK,7514.0,7.0,1500.0,5,1996.2736225712003
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3,770.8665603402445
Garudachar Palya,2 BHK,1150.0,2.0,52.0,2,452.17391304347825
Sarjapur,3 Bedroom,2690.0,3.0,295.0,3,1096.6542750929368
Kanakpura Road,3 BHK,1200.0,2.0,42.0,3,350.0
Dairy Circle,3 BHK,2735.0,4.0,340.0,3,1243.1444241316271
Austin Town,2 BHK,950.0,2.0,65.0,2,684.2105263157895
Bommasandra Industrial Area,3 BHK,1491.0,3.0,40.5,3,271.6297786720322
Ramamurthy Nagar,2 BHK,1050.0,2.0,51.66,2,491.99999999999994
Hoodi,3 BHK,1660.0,3.0,131.0,3,789.156626506024
Nagavarapalya,2 BHK,1134.0,2.0,55.0,2,485.0088183421517
Hebbal,2 BHK,1100.0,2.0,60.0,2,545.4545454545455
Magadi Road,4 Bedroom,800.0,4.0,60.0,4,750.0
Anekal,2 Bedroom,1200.0,2.0,36.1,2,300.8333333333333
Nagarbhavi,4 Bedroom,1200.0,4.0,240.0,4,2000.0
kg halli jalhalli west,3 Bedroom,980.0,3.0,80.0,3,816.3265306122449
Vasatha Vallbha Nagar,2 BHK,1080.0,2.0,37.8,2,350.0
CV Raman Nagar,1 BHK,705.0,2.0,50.0,1,709.2198581560284
BAGUR ROAD,3 BHK,1200.0,2.0,35.0,3,291.6666666666667
Anandapura,2 BHK,1200.0,2.0,50.0,2,416.6666666666667
Talaghattapura,3 BHK,1804.0,3.0,127.0,3,703.9911308203991
Sidedahalli,2 BHK,750.0,2.0,20.0,2,266.6666666666667
Shanti Nagar,2 BHK,420.0,1.0,25.0,2,595.2380952380952
Malleshwaram,4 BHK,2800.0,4.0,252.0,4,900.0
Battarahalli,2 BHK,1090.0,2.0,38.37,2,352.0183486238532
R.T. Nagar,2 Bedroom,1500.0,2.0,230.0,2,1533.3333333333333
Electronic City,3 BHK,1287.0,3.0,55.0,3,427.35042735042737
Thigalarapalya,3 BHK,2215.0,4.0,157.0,3,708.803611738149
Kadubeesanahalli,4 Bedroom,2800.0,4.0,375.0,4,1339.2857142857142
Sarjapur  Road,2 BHK,1045.0,2.0,42.15,2,403.3492822966507
Hormavu,2 BHK,1263.0,2.0,47.36,2,374.98020585906573
Whitefield,3 BHK,1431.0,3.0,85.0,3,593.9902166317261
Dommasandra,2 BHK,999.0,2.0,32.9,2,329.3293293293293
Vittasandra,3 BHK,1650.0,3.0,85.5,3,518.1818181818181
Lavakusha Nagar,3 BHK,1535.0,3.0,72.0,3,469.05537459283386
Marathahalli,4 BHK,2524.0,5.0,180.0,4,713.1537242472266
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,530.7692307692307
1st Block HRBR Layout,3 Bedroom,600.0,3.0,125.0,3,2083.3333333333335
7th Phase JP Nagar,3 BHK,2095.0,3.0,150.0,3,715.9904534606205
Yelahanka New Town,1 BHK,284.0,1.0,8.0,1,281.6901408450704
Ananth Nagar,1 BHK,500.0,1.0,14.0,1,280.0
Nallurhalli,2 BHK,1265.0,2.0,68.0,2,537.5494071146245
Kudlu Gate,2 BHK,1215.0,2.0,44.96,2,370.0411522633745
Yelahanka New Town,2 Bedroom,2200.0,2.0,180.0,2,818.1818181818181
Electronics City Phase 1,2 BHK,1028.0,2.0,51.0,2,496.1089494163424
Hegde Nagar,3 BHK,1835.0,2.0,92.0,3,501.3623978201635
Munnekollal,3 BHK,1800.0,3.0,65.0,3,361.1111111111111
1st Phase JP Nagar,3 BHK,2077.0,3.0,175.0,3,842.5613866153105
Sarjapur  Road,4 Bedroom,2880.0,3.0,211.0,4,732.6388888888889
Balepet,6 BHK,499.0,5.0,89.0,6,1783.567134268537
Dasanapura,2 BHK,708.0,2.0,31.15,2,439.9717514124294
Basavangudi,2 BHK,1200.0,2.0,120.0,2,1000.0
Hosakerehalli,2 BHK,925.0,2.0,46.25,2,500.0
Bannerghatta Road,3 Bedroom,2826.0,3.0,148.0,3,523.7084217975938
Kanakpura Road,1 BHK,458.0,1.0,33.66,1,734.9344978165938
Annasandrapalya,4 Bedroom,3500.0,4.0,150.0,4,428.57142857142856
Bileshivale,4 Bedroom,5400.0,4.0,250.0,4,462.962962962963
9th Block Jayanagar,4 Bedroom,1000.0,5.0,200.0,4,2000.0
Amruthahalli,3 BHK,1450.0,2.0,90.0,3,620.6896551724138
Kasavanhalli,2 BHK,1100.0,2.0,65.0,2,590.9090909090909
Kadubeesanahalli,2 BHK,1185.0,2.0,55.0,2,464.13502109704643
9th Phase JP Nagar,4 Bedroom,1900.0,4.0,80.0,4,421.05263157894734
TC Palaya,2 Bedroom,1200.0,2.0,70.0,2,583.3333333333334
Shettigere,1 BHK,660.0,1.0,35.0,1,530.3030303030303
Ambedkar Nagar,3 BHK,1920.0,4.0,121.0,3,630.2083333333334
Jalahalli,2 Bedroom,1200.0,2.0,130.0,2,1083.3333333333333
1st Phase JP Nagar,4 BHK,4550.0,2.0,240.0,4,527.4725274725274
Bhoganhalli,2 BHK,1205.0,2.0,68.32,2,566.9709543568464
Haralur Road,2 BHK,1200.0,2.0,46.0,2,383.3333333333333
Akshaya Nagar,3 BHK,1421.0,2.0,73.0,3,513.722730471499
6th Phase JP Nagar,3 BHK,1250.0,3.0,48.9,3,391.2
Whitefield,1 BHK,524.0,1.0,29.0,1,553.4351145038167
HSR Layout,5 Bedroom,4200.0,5.0,245.0,5,583.3333333333334
Thubarahalli,3 BHK,1540.0,3.0,90.0,3,584.4155844155844
Sarjapur  Road,2 BHK,984.0,2.0,45.91,2,466.56504065040644
Rachenahalli,2 BHK,985.0,2.0,50.17,2,509.34010152284264
Whitefield,4 BHK,2830.0,4.0,161.0,4,568.904593639576
Byrasandra,2 BHK,1140.0,2.0,60.0,2,526.3157894736842
5th Block Hbr Layout,5 Bedroom,3600.0,5.0,130.0,5,361.1111111111111
Begur Road,3 BHK,1410.0,2.0,44.42,3,315.0354609929078
Raja Rajeshwari Nagar,3 BHK,1700.0,2.0,86.0,3,505.88235294117646
Devanahalli,2 BHK,1360.0,2.0,62.425,2,459.00735294117646
Electronic City,4 Bedroom,1800.0,3.0,700.0,4,3888.8888888888887
Dasarahalli,2 BHK,1333.0,2.0,86.65,2,650.0375093773443
Electronic City,2 BHK,1258.0,2.0,85.5,2,679.6502384737679
Dodda Nekkundi Extension,3 BHK,1458.0,2.0,87.0,3,596.7078189300412
Electronic City,2 BHK,1386.0,2.0,85.0,2,613.2756132756133
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,288.7719298245614
 Electronic City,1 RK,550.0,1.0,27.0,1,490.90909090909093
Lakshminarayana Pura,2 BHK,1200.0,2.0,83.0,2,691.6666666666666
Belathur,2 BHK,1081.0,2.0,39.0,2,360.777058279371
Whitefield,4 BHK,2135.0,3.0,149.0,4,697.8922716627635
Whitefield,4 Bedroom,2500.0,4.0,100.0,4,400.0
Pampa Extension,2 BHK,1178.0,2.0,80.0,2,679.1171477079796
 Devarachikkanahalli,2 BHK,991.0,2.0,40.0,2,403.6326942482341
Gottigere,3 BHK,1493.0,2.0,90.0,3,602.8131279303416
Subramanyapura,3 BHK,2495.0,3.0,130.0,3,521.0420841683367
Kammasandra,2 BHK,1080.0,2.0,31.99,2,296.2037037037037
Dasanapura,2 BHK,814.0,2.0,53.0,2,651.1056511056511
Electronic City,2 BHK,1025.0,2.0,50.0,2,487.8048780487805
Bannerghatta Road,2 BHK,1115.0,2.0,61.0,2,547.0852017937219
Whitefield,4 BHK,3075.0,2.0,188.0,4,611.3821138211382
RMC YARD,7 Bedroom,1900.0,3.0,162.0,7,852.6315789473684
Whitefield,3 BHK,1760.0,3.0,160.0,3,909.0909090909091
Attur Layout,7 BHK,4000.0,8.0,150.0,7,375.0
Marathahalli,4 Bedroom,3090.0,4.0,350.0,4,1132.6860841423947
Varsova Layout,4 Bedroom,2700.0,4.0,295.0,4,1092.5925925925926
Hanumanth Nagar,2 BHK,1175.0,2.0,52.86,2,449.8723404255319
Hebbal,4 BHK,4235.0,5.0,364.0,4,859.5041322314049
KR Puram,2 BHK,1100.0,2.0,45.0,2,409.09090909090907
Banashankari Stage VI,8 Bedroom,1200.0,7.0,175.0,8,1458.3333333333333
Banashankari,2 BHK,1450.0,2.0,50.75,2,350.0
6th Phase JP Nagar,3 BHK,1810.0,3.0,131.0,3,723.756906077348
Gunjur Palya,3 BHK,1426.0,2.0,71.0,3,497.8962131837307
Sector 7 HSR Layout,3 BHK,2400.0,2.0,195.0,3,812.5
Kalyan nagar,2 BHK,1100.0,2.0,70.0,2,636.3636363636364
Electronic City Phase II,1 BHK,650.0,1.0,35.0,1,538.4615384615385
Old Madras Road,3 BHK,1350.0,3.0,47.25,3,350.0
Kaikondrahalli,2 BHK,900.0,2.0,27.0,2,300.0
Billekahalli,2 BHK,1360.0,2.0,110.0,2,808.8235294117648
Yeshwanthpur,1 BHK,674.0,1.0,36.85,1,546.7359050445103
Whitefield,3 BHK,1655.0,3.0,110.0,3,664.6525679758308
Cholanayakanahalli,2 Bedroom,1300.0,2.0,95.0,2,730.7692307692307
"Panathur Road, ",1 BHK,936.0,1.0,53.0,1,566.2393162393163
Kaverappa Layout,2 BHK,1277.0,2.0,92.0,2,720.4385277995301
Gkvk Layout,2 BHK,1200.0,2.0,54.0,2,450.0
Hormavu,2 BHK,1015.0,2.0,39.08,2,385.02463054187194
Budigere,2 BHK,1153.0,2.0,60.0,2,520.3816131830009
Kengeri,2 BHK,1035.0,2.0,51.5,2,497.5845410628019
KR Puram,5 BHK,3300.0,3.0,255.0,5,772.7272727272727
Uttarahalli,2 BHK,1150.0,2.0,46.0,2,400.0
Malleshwaram,2 BHK,1020.0,2.0,80.0,2,784.3137254901961
Old Madras Road,4 BHK,3715.0,6.0,212.5,4,572.0053835800808
8th Phase JP Nagar,2 BHK,1160.0,2.0,95.0,2,818.9655172413793
Bisuvanahalli,3 BHK,1075.0,2.0,31.0,3,288.3720930232558
Brookefield,2 BHK,1225.0,2.0,72.0,2,587.7551020408164
Benson Town,4 Bedroom,5000.0,5.0,950.0,4,1900.0
Vivek Nagar,2 Bedroom,1600.0,2.0,160.0,2,1000.0
Malleshwaram,2 Bedroom,600.0,1.0,90.0,2,1500.0
Nagappa Reddy Layout,3 BHK,1350.0,3.0,60.0,3,444.44444444444446
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,530.7692307692307
Channasandra,2 BHK,830.0,2.0,36.28,2,437.10843373493975
Hennur Road,2 BHK,1155.0,2.0,69.18,2,598.9610389610391
Sarakki Nagar,4 BHK,3126.0,5.0,345.0,4,1103.6468330134358
Jalahalli,2 BHK,905.0,2.0,55.0,2,607.7348066298342
Vijayanagar,3 BHK,1375.0,2.0,75.0,3,545.4545454545455
Electronic City,2 BHK,1140.0,2.0,33.84,2,296.8421052631579
Hormavu,3 BHK,1550.0,2.0,60.0,3,387.0967741935484
Kannamangala,2 BHK,957.0,2.0,55.0,2,574.7126436781609
9th Phase JP Nagar,2 BHK,890.0,2.0,45.0,2,505.6179775280899
KR Puram,4 BHK,3000.0,4.0,235.0,4,783.3333333333334
Electronic City,2 BHK,1070.0,2.0,55.0,2,514.018691588785
Bendiganahalli,5 Bedroom,2400.0,5.0,150.0,5,625.0
Domlur Layout,4 Bedroom,2400.0,4.0,595.0,4,2479.1666666666665
Rachenahalli,2 BHK,925.0,2.0,37.0,2,400.0
Kammasandra,2 BHK,1415.0,2.0,60.0,2,424.02826855123675
Mylasandra,1 Bedroom,500.0,2.0,80.0,1,1600.0
Thanisandra,2 BHK,1225.0,2.0,37.0,2,302.0408163265306
Hennur Road,4 Bedroom,2000.0,4.0,90.0,4,450.0
Whitefield,1 BHK,840.0,1.0,57.0,1,678.5714285714286
Banashankari Stage III,9 Bedroom,1560.0,9.0,200.0,9,1282.051282051282
Thanisandra,3 BHK,1732.0,3.0,112.0,3,646.6512702078522
Parappana Agrahara,1 Bedroom,1200.0,1.0,45.0,1,375.0
Bhoganhalli,2 BHK,1260.0,2.0,69.9,2,554.7619047619048
Doddanakundi Industrial Area 2,2 BHK,1092.0,2.0,49.0,2,448.71794871794873
Kachanayakanahalli,2 BHK,827.0,2.0,34.0,2,411.12454655380895
Horamavu Banaswadi,2 BHK,1357.0,2.0,54.0,2,397.93662490788506
Chamrajpet,2 BHK,650.0,1.0,40.0,2,615.3846153846154
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,399.9270072992701
Whitefield,3 BHK,1725.0,3.0,106.0,3,614.4927536231884
Jalahalli,2 BHK,1000.0,2.0,70.0,2,700.0
TC Palaya,1 Bedroom,1350.0,1.0,55.0,1,407.4074074074074
7th Phase JP Nagar,4 Bedroom,3200.0,4.0,350.0,4,1093.75
Bellandur,3 BHK,1717.0,3.0,110.0,3,640.6523005241701
Kanakpura Road,2 BHK,700.0,2.0,34.0,2,485.7142857142857
Shanthi Pura,2 BHK,800.0,2.0,32.0,2,400.0
Rajaji Nagar,3 BHK,2367.0,4.0,340.0,3,1436.417405999155
Sonnenahalli,3 BHK,1415.0,2.0,65.0,3,459.36395759717317
7th Phase JP Nagar,3 BHK,1976.0,3.0,145.0,3,733.8056680161943
Kambipura,2 BHK,883.0,2.0,37.01,2,419.1392978482446
Yelahanka,1 BHK,700.0,1.0,38.0,1,542.8571428571429
Sarjapur,3 BHK,1445.0,3.0,50.0,3,346.02076124567475
Battarahalli,3 BHK,2082.0,3.0,104.0,3,499.5196926032661
HSR Layout,2 BHK,1140.0,2.0,46.0,2,403.50877192982455
Thanisandra,2 BHK,933.0,2.0,66.0,2,707.395498392283
NRI Layout,4 Bedroom,800.0,5.0,95.5,4,1193.75
Electronic City Phase II,2 BHK,1155.0,2.0,57.0,2,493.5064935064935
Whitefield,2 BHK,1130.0,2.0,36.0,2,318.5840707964602
Bannerghatta,2 BHK,1200.0,2.0,73.2,2,610.0
Basaveshwara Nagar Yelahanka,2 BHK,1055.0,2.0,43.0,2,407.58293838862556
Rajaji Nagar,3 BHK,1555.0,3.0,125.0,3,803.8585209003215
Bellandur,3 BHK,1420.0,3.0,62.0,3,436.61971830985914
Viviani Road,3 BHK,2214.0,3.0,350.0,3,1580.8491418247515
Devanahalli,1 BHK,658.0,1.0,26.91,1,408.96656534954406
Bhoganhalli,2 BHK,896.9,2.0,78.74,2,877.9128107927305
Giri Nagar,4 Bedroom,4000.0,3.0,750.0,4,1875.0
KR Puram,2 BHK,1035.0,2.0,40.0,2,386.47342995169083
Whitefield,4 Bedroom,2064.0,5.0,225.0,4,1090.1162790697674
Keshava Nagar,3 BHK,1839.0,3.0,160.0,3,870.0380641653072
Begur Road,2 BHK,1200.0,2.0,44.0,2,366.6666666666667
Yelahanka New Town,1 BHK,488.0,1.0,20.0,1,409.8360655737705
Banashankari Stage II,3 BHK,1200.0,2.0,198.0,3,1650.0
Sampangirama Nagar,5 Bedroom,2760.0,5.0,140.0,5,507.2463768115942
Gunjur Palya,2 BHK,993.0,2.0,42.0,2,422.9607250755287
Hoodi,2 BHK,1225.0,2.0,45.0,2,367.3469387755102
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,611.1111111111111
Electronic City,9 Bedroom,1200.0,13.0,150.0,9,1250.0
Sompura,2 BHK,825.0,2.0,32.0,2,387.8787878787879
Bellandur,4 BHK,3596.0,4.0,359.0,4,998.3314794215795
